Artist,Title,Section,Lyrics,Sentiment,Subjectivity,Tempo,Key,Loudness,Mode
Dua Lipa,Physical,[Verse 2],"Adrenaline keeps on rushing in
Love the simulation we're dreaming in
Don't you agree?
Don't you agree?
I don't wanna live another life
'Cause this one's pretty nice
Living it up",4 stars,0.2918838560581207,146.967,0,-3.756,1
Dua Lipa,Physical,[Bridge],"Hold on just a little tighter
Come on, hold on, tell me if you're ready
Come on (Come on, come on)
Baby, keep on dancing
Let's get physical
Hold on just a little tighter
Come on, hold on, tell me if you're ready
Come on (Come on, come on)
Baby, keep on dancing
Let's get physical",5 stars,0.3665024936199188,146.967,0,-3.756,1
Dua Lipa,Physical,[Outro],"Let's get physical (Physical, physical)
Physical (Physical, physical)
Let's get physical (Physical, physical)
Come on, phy-phy-phy-physical",1 star,0.2407703846693039,146.967,0,-3.756,1
Frank Ocean,Lost,[Verse 1],"Double D, big full breasts on my baby
(Yo, we goin' to Florida)
Triple weight
Couldn't weigh the love I've got for the girl
And I just wanna know
Why you ain't been going to work?
Boss ain't workin' you like this
He can't take care of you like this",1 star,0.6523951292037964,123.061,8,-4.892,1
Frank Ocean,Lost,[Chorus],"Lost (Ooh), lost in the heat of it all
Girl, you know you're lost, lost in the thrill of it all
Miami, Amsterdam, Tokyo, Spain, lost (Ooh)
Los Angeles, India, lost on a train, lost (Ooh)",1 star,0.6042688488960266,123.061,8,-4.892,1
Frank Ocean,Lost,[Verse 2],"Got on my buttercream silk shirt and it's Versace
(There he goes, one of God's own prototypes)
Hand me my triple weight
So I can weigh the work I got on you, girl
(Too weird to live and too rare to die)
No, I don't really wish
I don't wish the titties would show
No, have I ever, have I ever let you get caught? (Oh)",1 star,0.43278732895851135,123.061,8,-4.892,1
Frank Ocean,Lost,[Bridge],"She's at a stove (Who?)
Can't believe I got her out here cookin' dope (Cookin' dope)
I promise she'll be whippin' meals up for a family of her own some day
Nothin' wrong (Nothin' wrong)
No, nothin' wrong (Ain't nothin' wrong)
With a lie (Ooh)
Nothin' wrong with another short plane ride (Ain't nothin' wrong, ain't nothin' wrong)
Through the sky (Up in the sky)
You and I (Just you and I)",1 star,0.35895901918411255,123.061,8,-4.892,1
Frank Ocean,Lost,[Outro],"Love lost, lost
Lo—, lo—, love lost
Lo—, lo—, love lost
Lo—, lo—, love lost
Faith is the substance—
¡Manos arriba!—
Then the other channel on the—",1 star,0.3752698004245758,123.061,8,-4.892,1
Kings of Leon,Sex on Fire,[Verse 1],"Lay where you're layin'
Don't make a sound
I know they're watchin'
They're watchin'
All the commotion
The kiddie-like play
It has people talkin'
Talkin'",5 stars,0.2522737681865692,153.398,9,-5.653,1
Kings of Leon,Sex on Fire,[Chorus],"You
Your sex is on fire
You
Your sex is on fire, ah
Consumed
With what's to transpire
And you
Your sex is on fire
Consume
With what's to transpire",1 star,0.4741177558898926,153.398,9,-5.653,1
Kings of Leon,Sex on Fire,[Verse 2],"The dark of the alley
The breakin' of day
Head while I'm drivin'
I'm drivin'
Soft lips are open
Them knuckles are pale
Feels like you're dyin'
You're dyin'",1 star,0.47201886773109436,153.398,9,-5.653,1
Kings of Leon,Sex on Fire,[Verse 3],"Hot as a fever
Rattlin' bones
I could just taste it
Taste it
If it's not forever
If it's just tonight
Oh, we're still the greatest
The greatest, the greatest",5 stars,0.8998624682426453,153.398,9,-5.653,1
Cage The Elephant,Social Cues,[Verse 1],"I think it's strange when people say
You're the next big thing, you'll never fade
The slightest touch, forced to fold
Sleight of the hand, modern gold",1 star,0.49839720129966736,132.039,9,-3.097,1
Cage The Elephant,Social Cues,[Pre-Chorus],"Starry-eyed children left behind
To choose their favorite vice
I don't have the strength to think twice",5 stars,0.6654436588287354,132.039,9,-3.097,1
Cage The Elephant,Social Cues,[Chorus],"Hide me in the back room, tell me when it's over
Don't know if I can play this part much longer
I'll be in the back room, tell me when it's over
Don't know if I can play this part much longer
I don't know if it is right to live this way, yeah
I'll be in the back room, tell me when it's over
People always say, ""Man, at least you're on the radio""",1 star,0.6381582021713257,132.039,9,-3.097,1
Cage The Elephant,Social Cues,[Post-Chorus],"At least you're on the radio, oh
At least you're on the radio, huh",1 star,0.371829628944397,132.039,9,-3.097,1
Cage The Elephant,Social Cues,[Verse 2],"Close your eyes, don't be afraid
Take some of these, they'll ease the pain
Live fast, die young, pay the price
The best die young, immortalized",5 stars,0.557967483997345,132.039,9,-3.097,1
Cage The Elephant,Social Cues,[Outro],"At least you're on the radio, oh",2 stars,0.36480072140693665,132.039,9,-3.097,1
Cannons,Fire for You,[Verse 1],"I was on fire for you
Where did you go?
I could have died for you
How could you not know?
I was alive with you
But you brought in the cold
Was I being lied to? Wish I never met you
Startin' to regret you",1 star,0.7323664426803589,102.051,6,-7.011,0
Cannons,Fire for You,[Pre-Chorus],"My heart just dropped
Thinkin' about you
The world just stops
When I'm without you
My heart just dropped
Thinkin' about you
The world just stops
When I'm without you",1 star,0.5871273875236511,102.051,6,-7.011,0
Cannons,Fire for You,[Chorus],"I was on fire for you
(
Fire, on fire, fire, on fire
)
(
Fire, on fire, fire, on fire
)
I was on fire for you
(
Fire, on fire, fire, on fire
)
(
Fire, on fire, fire, on fire
)
I was on fire for you
(
Fire, on fire, fire, on fire
)
(
Fire, on fire, fire, on fire
)
I was on fire for you
(
Fire, on fire, fire, on fire
)
(
Fire, on fire, fire, on fire
)
I was on fire for you",5 stars,0.32596710324287415,102.051,6,-7.011,0
Cannons,Fire for You,[Verse 2],"I was on fire for you
You breakin' me down
Don't know what I should do
When you come around
I'm leaving without you, love
I have no choice
I know I'm being lied to, I just need some time to
Stop thinkin' about you",1 star,0.7529177665710449,102.051,6,-7.011,0
Cage The Elephant,Come a Little Closer,[Verse 1],"Time shakes, found you at the water
At first you were my father
Now I love you like a brother
Earthquakes shake the dust behind you
This world at times will blind you
Still I know I'll see you there",5 stars,0.28430604934692383,148.038,1,-1.786,0
Cage The Elephant,Come a Little Closer,[Chorus],"Come a little closer, then you'll see
Come on, come on, come on
Things aren't always what they seem to be
Do you understand the things that you've been seein'?
Come on, come on, come on
Do you understand the things that you've been dreamin'?
Come a little closer, then you'll see
Come a little closer, then you'll see",5 stars,0.5078627467155457,148.038,1,-1.786,0
Cage The Elephant,Come a Little Closer,[Verse 2],"Heartbreaks, the heavy worlds upon your shoulders
Will we burn on or just smolder?
Somehow I know I'll find you there
Ooh, you wanna see if you can change it, change it
Still I know I'll see you there",1 star,0.4499841332435608,148.038,1,-1.786,0
Cage The Elephant,Come a Little Closer,[Bridge],"Ten thousand people stand alone now
And in the evening the sun sank
Tomorrow it will rise
""Time flies by,"" they all sang along
""Time flies by,"" they all sang along
""Time flies by,"" they all sang along
""Time flies by, by""",1 star,0.7076329588890076,148.038,1,-1.786,0
Cage The Elephant,Come a Little Closer,[Outro],"Come a little closer, then you'll see
Come on, come on, come on
Come a little closer, then you'll see
Come a little closer, then you'll see
Come a little closer, then you'll see",5 stars,0.24841417372226715,148.038,1,-1.786,0
The Toxic Avenger,Yellow Ferrari,[Verse 1],"Your favorite color's yellow
What if I got you a yellow ferrari?
Could you drive me to the ocean, now?
Let's whip around in the yellow ferrari
Pressure, lucid dreamin' now
We'll drive around in a yellow ferrari
Nothing matters, windows down
We'll ride around in a yellow ferrari",5 stars,0.6135034561157227,84.981,0,-7.831,1
The Toxic Avenger,Yellow Ferrari,[Chorus],"Why does this feel so real?
Why does this feel so real?
Why does this feel so real? (Real)
Why does this feel so real?
Why does this feel so real?
Why does this feel so real?
Why does this feel so real? (Real)
Why does this feel so real?",5 stars,0.4837677776813507,84.981,0,-7.831,1
The Toxic Avenger,Yellow Ferrari,[Verse 2],"Sunset's always yellow
What if I got you a yellow ferrari?
No longer drivin' through the motions now
We'll disappear in a yellow ferrari
Never down, we're racin' now
We're whippin' 'round in a yellow ferrari (Ah)
Nothing matters, windows down
Just you and me in a yellow ferrari",1 star,0.5182710289955139,84.981,0,-7.831,1
"Tyler, The Creator",See You Again (feat. Kali Uchis),"[Intro: Tyler, The Creator]","Okay, okay, okay, okay, okay, okay, o-",3 stars,0.7851051092147827,78.558,6,-9.222,1
"Tyler, The Creator",See You Again (feat. Kali Uchis),"[Verse 1: Tyler, The Creator]","You live in my dream state
Relocate my fantasy
I stay in reality
You live in my dream state
Any time I count sheep
That's the only time we make up, make up
You exist behind my eyelids, my eyelids
Now, I don't wanna wake up
[Pre-Chorus: Tyler, The Creator, 
with Kali 
Uchis
]
20/20, 20/20 
vision
Cupid hit me, cupid hit me with 
precision, eye
Wonder if you look 
both ways 
when you cross 
my mind
I said, I said
I'm 
sick of, sick of, sick of, sick of chasing
You're the one that's always running through my 
daydreams, I
I can only see 
your face
 when I close 
my eyes
So...
[Chorus: Kali Uchis & 
Tyler, The Creator
]
Can I get a kiss?
And can you make it last forever?
I said I'm 'bout to go to war (
Uh-huh
)
And I don't know if I'ma see you again
Can I get a kiss? (Can I?)
And can you make it last forever? (Can you?)
I said I'm 'bout to go to war (I'm 'bout to)
And I don't know if I'ma see you again
Ugh, switch it up",1 star,0.46169349551200867,78.558,6,-9.222,1
"Tyler, The Creator",See You Again (feat. Kali Uchis),"[Verse 2: Tyler, The Creator]","I said, okay, okay, okay, okey-dokey, my infatuation
Is translating to another form of what you call it? (Love)
Oh yeah, oh yeah, oh yeah, I ain't met you, I've been looking
Stop the waiting 'fore I stop the chasing, like an alcoholic
""You don't understand me""—what the fuck do you mean?
It's them rose-tinted cheeks, yeah, it's them dirt-colored eyes
Sugar-honey iced tea, bumblebee on the scene
Yeah, I'd give up my bakery to have a piece of your pie
Ugh!
[Pre-Chorus: Tyler, The Creator, 
with Kali Uchis
]
20/20, 20/20 
vision
Cupid hit me, cupid hit me with 
precision, eye
Wonder if you look 
both ways 
when you cross 
my mind
I said, I said
I'm 
sick of, sick of, sick of, sick of chasing
You're the one that's always running through my 
daydreams, I
I can only see 
your face
 when I close 
my eyes
So...",3 stars,0.6186175346374512,78.558,6,-9.222,1
"Tyler, The Creator",See You Again (feat. Kali Uchis),[Chorus: Kali Uchis],"Can I get a kiss? (Can I get a kiss?)
And can you make it last forever? (Make it last forever)
I said I'm 'bout to go to war ('Bout to go to war)
I don't know if I'ma see you again (See you again)
Can I get a kiss? (Can I?)
And can you make it last forever? (Can you?)
I said I'm 'bout to go to war ('Bout to)
And I don't know if I'ma see you again
[Outro: Tyler, The Creator & 
Kali Uchis
]
Okay, okay, okay, okay, okay, okay, okay, o—
(
La
 la, la la l
a la, la la
)
Okay, okay, okay, okay, okay, okay, okay, o—
(
La la, la la la, la la
)
Okay, okay, okay, okay, okay, okay, okay, o—
(
La la, la la la 
la, l
a la
La la, la la la la)
One more time?",3 stars,0.41852015256881714,78.558,6,-9.222,1
Kanye West,Jail,[Intro: Kanye West],"Take what you want
Take everything
Take what you want
Take what you want",5 stars,0.522076427936554,110.013,4,-6.739,1
Kanye West,Jail,[Verse 1: Kanye West],"Better that I change my number so you can't explain
Violence in the night, violence in the night
Priors, priors, do you have any priors?
Well, that one time
I'll be honest, I'll be honest
We all liars
Let it go",1 star,0.5871023535728455,110.013,4,-6.739,1
Kanye West,Jail,[Pre-Chorus: Kanye West],"I'll be honest, we all liars
I'll be honest, we all liars
I'm pulled over and I got priors
Guess we goin' down, guess who's goin' to jail?",1 star,0.834306001663208,110.013,4,-6.739,1
Kanye West,Jail,[Chorus: Kanye West],"Guess who's goin' to jail tonight?
Guess who's goin' to jail tonight?
Guess who's goin' to jail tonight?
God gon' post my bail tonight",1 star,0.7245376110076904,110.013,4,-6.739,1
Kanye West,Jail,[Verse 3: JAY-Z],"God in my cells, that's my celly
Made in the image of God, that's a selfie
Pray five times a day, so many felonies
Who gon' post my bail? Lord, help me
Hol' up, Donda, I'm with your baby when I touch back road
Told him, ""Stop all of that red cap, we goin' home""
Not me with all of these sins, castin' stones
This might be the return of The Throne (Throne)
Hova and Yeezus, like Moses and Jesus
You are not in control of my thesis
You already know what I think 'bout think pieces
Before you ask, he already told you who he think he is
Don't try to jail my thoughts and think precincts
I can't be controlled with programs and presets
Reset
On my cell, in my cell tonight
Don't have to see you to touch you
This is what braille look like, it's on sight
If they take me to jail, call my girl, tell her send my mail
We know what Hell look like
Still, it's a hell of a life, yikes",1 star,0.7069883346557617,110.013,4,-6.739,1
Swedish House Mafia,Moth To A Flame (with The Weeknd),[Intro],"Oh-woah
Woah-oh-oh
Woah",1 star,0.309251606464386,120.122,8,-7.289,1
Swedish House Mafia,Moth To A Flame (with The Weeknd),[Verse],"Like a moth to a flame
I'll pull you in, I pulled you back to
What you need initially
It's just one call away
And you'll leave him, you're loyal to me
But this time, I let you be",1 star,0.5816412568092346,120.122,8,-7.289,1
Swedish House Mafia,Moth To A Flame (with The Weeknd),[Pre-Chorus],"'Cause he seems like he's good for you
And he makes you feel like you should
And all your friends say he's the one
His love for you is true (Hey)",4 stars,0.35984787344932556,120.122,8,-7.289,1
Swedish House Mafia,Moth To A Flame (with The Weeknd),[Chorus],"But does he know you call me when he sleeps? (No, no)
But does he know the pictures that you keep? (Oh)
But does he know the reasons that you cry?
Or tell me, does he know where your heart lies?
Where it truly lies",1 star,0.7779811024665833,120.122,8,-7.289,1
Swedish House Mafia,Moth To A Flame (with The Weeknd),[Interlude],"Yeah
You should be with him, I let you go from time
You should stay with him",1 star,0.42295897006988525,120.122,8,-7.289,1
Swedish House Mafia,Moth To A Flame (with The Weeknd),[Outro],"Right here with me, babe
Where it truly lies
My bed, babe
Where it truly lies
In my arms, babe
Where it truly lies
Where it truly lies
Where it truly lies
(Hey)
Where it truly lies",5 stars,0.44194120168685913,120.122,8,-7.289,1
Surf Curse,Freaks,[Verse 1],"Don't kill me
Just help me run away from everyone
I need a place to stay
 
where I can cover up my face
Don't cry
, 
I am just a freak",1 star,0.8696753978729248,179.626,9,-9.918,1
Surf Curse,Freaks,[Chorus],"I won't wake up this time
I won't wake up this time
I won't wake up this time",1 star,0.6007939577102661,179.626,9,-9.918,1
Surf Curse,Freaks,[Verse 2],"My head is filled with parasites
Black holes
 
cover up my eyes
I dream of you almost every night
Hopefully, I won't wake up this time",1 star,0.6342604756355286,179.626,9,-9.918,1
Rihanna,Love On The Brain,[Verse 1],"And you got me like, oh
What you want from me? (
What you want from me?
)
And I tried to buy your pretty heart, but the price too high
Baby, you got me like, oh, mmm
You love when I fall apart (
Fall apart
)
So you can put me together and throw me against the wall",1 star,0.48378005623817444,172.007,4,-4.83,0
Rihanna,Love On The Brain,[Pre-Chorus],"Baby, like, I, woo I
Don't you stop loving me (
Loving me
)
Don't quit loving me (
Loving me
)
Just start loving me, ooh (
Loving me
)",1 star,0.3832812011241913,172.007,4,-4.83,0
Rihanna,Love On The Brain,[Chorus],"And, babe, I'm fist-fighting with fire
Just to get close to you
Can we burn something, babe?
And I'll run for miles just to get a taste
Must be love on the brain
That's got me feeling this way (
Feeling this way
)
It beats me black and blue, but it fucks me so good
And I can't get enough
Must be love on the brain, yeah
And it keeps cursing my name (
Cursing my name
)
No matter what I do, I'm no good without you
And I can't get enough
Must be love on the brain",5 stars,0.330257773399353,172.007,4,-4.83,0
Rihanna,Love On The Brain,[Verse 2],"Baby, keep loving me
Just love me, yeah
Just love me
All you need to do is love me, yeah
Got me like, ow
I'm tired of being played like a violin
What do I gotta do to get in your motherfuckin' heart?",5 stars,0.452578604221344,172.007,4,-4.83,0
Rihanna,Love On The Brain,"[Click here to learn more about the making of ""Love on the Brain""]",,Neutral,0.0,172.007,4,-4.83,0
Gerry Rafferty,Right Down the Line,[Verse 1],"You know I need your love
You've got that hold over me
Long as I've got your love
You know that I'll never leave
When I wanted you to share my life
I had no doubt in my mind
And it's been you, woman
Right down the line",5 stars,0.4749951958656311,128.226,0,-15.091,1
Gerry Rafferty,Right Down the Line,[Verse 2],"I know how much I lean on you
Only you can see
The changes that I've been through
Have left a mark on me
You've been as 
constant as a Northern Star
The brightest light that shines
It's been you, woman
Right down the line",1 star,0.2678946554660797,128.226,0,-15.091,1
Gerry Rafferty,Right Down the Line,[Chorus],"I just wanna say this is my way
Of telling you everything
I could never say before
Yeah this is my way of telling you
That every day I'm loving you so much more",5 stars,0.6813977956771851,128.226,0,-15.091,1
Gerry Rafferty,Right Down the Line,[Verse 3],"Cause you believed in me
Through my darkest night
Put something better inside of me
You brought me into the light
I threw away all those crazy dreams
I put them all behind
And it was you, woman
Right down the line",1 star,0.6587027907371521,128.226,0,-15.091,1
Gerry Rafferty,Right Down the Line,[Guitar Solo],,Neutral,0.0,128.226,0,-15.091,1
Gerry Rafferty,Right Down the Line,[Verse 4],"If I should doubt myself
If I'm losing ground
I won't turn to someone else
They'd only let me down
When I wanted you to share my life
I had no doubt in my mind
And it's been you, woman
Right down the line",1 star,0.6936782598495483,128.226,0,-15.091,1
INXS,Never Tear Us Apart,[Verse 1],"Don't ask me
What you know is true
Don't have to tell you
I love your precious heart",5 stars,0.6739028692245483,96.848,0,-5.849,1
INXS,Never Tear Us Apart,[Chorus],"You… (Don't ask me)
You were standing (You know it's true)
I was there (Worlds collided)
Two worlds collided (We're shining through)
And they could never tear us apart",1 star,0.3675428032875061,96.848,0,-5.849,1
INXS,Never Tear Us Apart,[Verse 2],"We could live for a thousand years
But if I hurt you
I'd make wine from your tears
I told you that we could fly
'Cause we all have wings
But some of us don't know why",1 star,0.5787503123283386,96.848,0,-5.849,1
INXS,Never Tear Us Apart,[Saxophone Solo],,Neutral,0.0,96.848,0,-5.849,1
INXS,Never Tear Us Apart,[Outro],"I… I was standing
You were there",4 stars,0.3157575726509094,96.848,0,-5.849,1
BETWEEN FRIENDS,affection,[Verse 1],"You're taking what you want right from me
Wrapped up in so much
Life is just the way you hold me
You pick your miscellaneously
Wrapped up in all the choices you're not giving to me",5 stars,0.50676429271698,179.518,2,-7.283,1
BETWEEN FRIENDS,affection,[Pre-Chorus],"I'm laying on the floor
We're drinking 'cause we're bored",1 star,0.49510514736175537,179.518,2,-7.283,1
BETWEEN FRIENDS,affection,[Chorus],"Oh, I'm looking for affection in all the wrong places
And we'll keep falling on each other to fill the empty spaces
(One more time)
Oh, I'm looking for affection in all the wrong places
And we'll keep falling on each other to fill the empty spaces",1 star,0.6041930913925171,179.518,2,-7.283,1
BETWEEN FRIENDS,affection,[Verse 2],"You're saying what you want right to me
No filter on your mouth, we know you talk in your sleep
Remembering the times they won't remember me
Our nights melt into sequels, you sink into me",1 star,0.6049239635467529,179.518,2,-7.283,1
BETWEEN FRIENDS,affection,[Bridge],"Just a little bit of affection, a little bit
Just a little bit of affection, a little bit
Just a little bit, just a little bit
Just a little bit of, oh",5 stars,0.34479907155036926,179.518,2,-7.283,1
NASAYA,PATTERNS,[Verse 1],"How did I get here?
Tryna get both of my feet back on the ground
What am I doin'
When everyone else seems to have it figured out?
Yeah",1 star,0.46750229597091675,90.009,10,-5.635,0
NASAYA,PATTERNS,[Chorus],"Ooh, baby, why
(Why you gotta do that to me?)
(Ooh, why you gotta do that to me?)
You made me cry
(Why you gotta do that to me?)
(Ooh, why you gotta do that to me?)
Why you gotta leave me on the throne?
Why you gotta leave me on the throne?
On the throne",1 star,0.5935789346694946,90.009,10,-5.635,0
NASAYA,PATTERNS,[Verse 2],"So I keep it movin'
Learning a thing 'bout the way I was before
Yeah, yeah
The more that I'm losin'
The less that I get to stay on track with the score
Yeah",1 star,0.24532552063465118,90.009,10,-5.635,0
NASAYA,PATTERNS,[Verse 3],"If we could travel on this earth forever
We could grow our wings together
Never care about the expectations
Because I love the way the wind feels when it's cold
The setting colors gettin' bold
And life is fine with a foundation",5 stars,0.6250377297401428,90.009,10,-5.635,0
